"id","address","size","type","rent","rentalAgreement","dateOfFree","waterPrice","link","added_timestamp","available","removed_timestamp","buildingYear","floor","buildingCondition","layout","roomNumbers","buildingAmeneties","possibleDuplicateFlag","costDescription","housingCooperative","energyClass","lessor","renovations","balcony","description","search_city","lon","lat","size1"
"757201","Vaasa Vöyrinkaupunki Konepajankatu 13 O 18, 65100 VAASA","68.5 m²","kerrostalo","694,68 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/voyrinkaupunki/kerrostalo/757201","2019-07-16 18:25:18","No","2019-08-07 10:31:32",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6236749,63.0871493,68.5
"757205","Vaasa Pukinjärvi Riimutie 14 B 19, 65230 VAASA","61.5","kerrostalo","602,30","toistaiseksi","1.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/pukinjarvi/kerrostalo/757205","2019-07-31 22:32:18","Yes",NA,"1998","2","hyvä","3h+k+s+p","3 huonetta","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","C","KOy Pikipruukki FAb",NA,NA,"Saunallinen kolmio suositulla Pukinjärven alueella. Asunnossa on sähkölämmitys. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6182239,63.1293411,61.5
"757208","Vaasa Vanha Vaasa Thölberginkatu 6 B 23, 65380 VAASA","77.5 m²","kerrostalo","787,64 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/vanha+vaasa/kerrostalo/757208","2019-07-16 18:39:17","No","2019-08-20 10:31:21",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.7200122,63.0716298,77.5
"757210","Vaasa Vetokannas Gerbyntie 24 A 2, 65230 VAASA","81 m²","kerrostalo","860,83 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/vetokannas/kerrostalo/757210","2019-07-16 18:49:24","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6173802,63.1184703,81
"759006","Vaasa Melaniemi Roottorikatu 5 A 11, 65320 VAASA","45.5","kerrostalo","527,08","toistaiseksi","1.10.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/melaniemi/kerrostalo/759006","2019-09-03 10:33:29","Yes",NA,"2000","2","hyvä","1h+tk+s+p","Yksiö","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","C","KOy Pikipruukki FAb",NA,NA,"Saunallinen yksiö 2. kerroksessa Melaniemen alueella. Ruokakauppa ja muita palveluita lähellä. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6921079,63.0864328,45.5
"759017","Vaasa Vetokannas Verkkokatu 5 A 4, 65230 VAASA","80.5 m²","kerrostalo","842,88 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/vetokannas/kerrostalo/759017","2019-07-16 18:29:52","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6134352,63.116744,80.5
"763534","Vaasa Teeriniemi Joutsenenkatu 2 A 1, 65320 VAASA","60 m²","kerrostalo","582,25 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/teeriniemi/kerrostalo/763534","2019-07-16 18:29:27","No","2019-08-12 10:31:20",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6854458,63.096419,60
"763541","Vaasa Korkeamäki Karhuntie 10 D 5, 65350 VAASA","38.5","kerrostalo","413,11","toistaiseksi","1.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/korkeamaki/kerrostalo/763541","2019-07-30 22:33:42","No","2019-08-29 10:31:05","1970","2","hyvä","1h+a+kk+p","Yksiö","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","F","KOy Pikipruukki FAb",NA,NA,"Yksiö kysytyllä Korkeamäen alueella. Viihtyisän ja rauhallisen kiinteistön 2. kerros. Lyhyt etäisyys keskustaan. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6472463,63.0829773,38.5
"763547","Vaasa Teeriniemi Joutsenenkatu 2 B 12, 65320 VAASA","31","kerrostalo","338,98","toistaiseksi","1.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/teeriniemi/kerrostalo/763547","2019-07-30 22:35:53","No","2019-08-08 10:31:30","1983","1","hyvä","1h+a+kk+t","Yksiö","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Pieni yksiö, omalla teerassilla Teeriniemellä. Vuokraamme tarvittaessa myös autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6854458,63.096419,31
"763551","Vaasa Vöyrinkaupunki Konepajankatu 13 N 11, 65100 VAASA","80 m²","kerrostalo","802,79 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/voyrinkaupunki/kerrostalo/763551","2019-07-16 18:40:44","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6274583,63.1004925,80
"763680","Vaasa Korkeamäki Karhuntie 10 C 13, 65350 VAASA","92 m²","kerrostalo","987,16 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/korkeamaki/kerrostalo/763680","2019-07-16 18:54:48","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6472463,63.0829773,92
"763682","Vaasa Gerby Talkootie 20 D 25, 65280 VAASA","84 m²","kerrostalo","819,28 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/gerby/kerrostalo/763682","2019-07-16 18:48:09","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5863963,63.136679,84
"768725","Vaasa Teeriniemi Palokärjenkatu 3 B 17, 65320 VAASA","59.5 m²","kerrostalo","621,63 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/teeriniemi/kerrostalo/768725","2019-07-16 18:54:24","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.682066,63.0969742,59.5
"768735","Vaasa Sepänkatu 2-4 A 7, 65370 VAASA","76 m²","kerrostalo","697,92 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kerrostalo/768735","2019-07-16 18:50:28","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.7253306,63.0918453,76
"771212","Vaasa Suvilahti Patteriniementie 15 C 23, 65350 VAASA","92.5 m²","kerrostalo","828,58 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/suvilahti/kerrostalo/771212","2019-07-16 18:23:53","No","2019-07-23 12:00:45",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6608117,63.06955,92.5
"771215","Vaasa Pukinjärvi Varsatie 12 C 32, 65230 VAASA","54.5","kerrostalo","552,90","toistaiseksi","1.10.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/pukinjarvi/kerrostalo/771215","2019-09-03 10:34:46","Yes",NA,"1998","2","hyvä","1h+tk+s+p","Yksiö","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","C","KOy Pikipruukki FAb",NA,NA,"Saunallinen asunto suositulla Pukinjärven asuinalueella. Erillinen makuuhuone. Pientalon 2. kerros. Vuokraamme myös tarvittaessa autopaikan. Asunnossa on sähkölämmitys. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6185616,63.1298529,54.5
"773467","Vaasa Palosaari Kapteeninkatu 10 B 13, 65200 Vaasa","48 m²","kerrostalo","740 €/kk","toistaiseksi","heti vapaa","15 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/palosaari/kerrostalo/773467","2019-07-16 18:54:12","No","2019-07-22 12:00:43",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5901176,63.1097251,48
"776337","Vaasa Palosaari Vapaudentie 34 C 23, 65200 VAASA","54.5 m²","kerrostalo","638,79 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/palosaari/kerrostalo/776337","2019-07-16 18:44:50","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6035508,63.1106308,54.5
"776338","Vaasa Suvilahti Vasikanpolku 1 C 34, 65350 VAASA","59 m²","kerrostalo","620,93 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/suvilahti/kerrostalo/776338","2019-07-16 18:53:45","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6602406,63.0727932,59
"776339","Vaasa Isolahti Muurahaistie 2 E 36, 65230 VAASA","74 m²","kerrostalo","695,60 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/isolahti/kerrostalo/776339","2019-07-16 18:19:58","No","2019-07-30 10:30:54",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5996471,63.1248178,74
"776342","Vaasa Melaniemi Virtakatu 4 A 2, 65320 VAASA","75 m²","kerrostalo","722,98 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/melaniemi/kerrostalo/776342","2019-07-16 18:21:24","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6924473,63.0825174,75
"776345","Vaasa Keskusta Koulukatu 16 A 4, 65100 VAASA","65.2 m²","kerrostalo","755,67 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/776345","2019-07-16 18:53:21","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6052673,63.0962014,65.2
"776347","Vaasa Teeriniemi Teeriniemenkatu 20 C 1, 65320 VAASA","40","kerrostalo","415,52","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/teeriniemi/kerrostalo/776347","2019-09-03 10:35:47","No","2019-09-13 10:31:01","1985","1","hyvä","2h+kk+t","Kaksio","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Pieni kaksio omalla terassilla Teerinimellä. Vuokraamme tarvittaessa myös autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6906393,63.0964113,40
"776349","Vaasa Kappelinmäentie 7 H 64, 65370 VAASA","58.5 m²","kerrostalo","504,90 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kerrostalo/776349","2019-07-16 18:20:35","No","2019-08-06 19:27:38",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.7223304,63.0923473,58.5
"776351","Vaasa Kotiranta Sorsantie 8 D 29, 65230 VAASA","68 m²","kerrostalo","759,82 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kotiranta/kerrostalo/776351","2019-07-16 18:45:40","No","2019-07-24 12:00:42",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.62665,63.1127953,68
"778523","Vaasa Kappelinmäentie 3 D 32, 65370 VAASA","43","kerrostalo","440,02","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kerrostalo/778523","2019-08-06 19:32:10","No","2019-08-08 10:31:30","1975","3","hyvä","2h+kk+p","Kaksio","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","E","KOy Pikipruukki FAb",NA,NA,"Kaksio talon ylimmässä kerroksessa Kappelinmäen alueella, jossa on hyvät palvelut. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.7188553,63.0918045,43
"778524","Vaasa Gerby Tuomonkuja 6 as 25, 65280 VAASA","49 m²","kerrostalo","485,01 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/gerby/kerrostalo/778524","2019-07-16 18:39:42","No","2019-08-12 10:31:20",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5952302,63.1299089,49
"778668","Vaasa Huutoniemi Puskantie 24 A 9, 65320 VAASA","75 m²","kerrostalo","874,92 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/huutoniemi/kerrostalo/778668","2019-07-16 18:53:09","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6768489,63.094515,75
"779953","Vaasa Ristinummi Erämiehenkatu 43 M, 65370 Vaasa","53 m²","rivitalo","495 €/kk","toistaiseksi","heti vapaa","25 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/ristinummi/rivitalo/779953","2019-07-16 18:31:43","No","2019-08-01 10:30:59",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.7157549,63.093599,53
"780155","Vaasa Suvilahti Uudenkaarlepyynkatu 6, 65350 Vaasa","36 m²","kerrostalo","456,08 €/kk","toistaiseksi","heti vapaa","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/suvilahti/kerrostalo/780155","2019-07-16 18:52:56","No","2019-08-14 22:31:16",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6602532,63.0709556,36
"781363","Vaasa Suvilahti Vasikanpolku 1 B 23, 65350 VAASA","70.5","kerrostalo","695,48","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/suvilahti/kerrostalo/781363","2019-07-31 22:31:52","No","2019-09-04 10:31:07","1973","4","hyvä","3h+k+p","3 huonetta","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","E","KOy Pikipruukki FAb",NA,NA,"Hyvän kokoinen kolmio Suvilahden alueella. Paljon palveluita lähettyvillä. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6602406,63.0727932,70.5
"781815","Vaasa Keskusta Asemakatu 11 A 15, 65100 VAASA","55.5","kerrostalo","647,06","toistaiseksi","1.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/781815","2019-07-30 22:34:21","No","2019-09-18 10:31:16","1994","4","hyvä","2h+k+p","Kaksio","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Kaksio hissitalon 4. kerroksessa. Hyvä sijainti ydinkeskustan välittömässä läheisyydessä. Kaikki palvelut lähellä. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6233438,63.095118,55.5
"786097","Vaasa Melaniemi Pihkatie 3 B 6, 65320 VAASA","71","kerrostalo","701,78","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/melaniemi/kerrostalo/786097","2019-09-03 10:33:59","Yes",NA,"1987","1","hyvä","3h+k+t","3 huonetta","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Kolmio Melaniemen alueella. Alin kerros, omalla terassilla. Ruokakauppa ja muita palveluja lähellä. Vuokraamme tarvittaessa myös autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6999846,63.0839442,71
"786104","Vaasa Keskusta Kirkkopuistikko 32 B 40, 65100 VAASA","31 m²","kerrostalo","565,87 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/786104","2019-07-16 18:52:32","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6122364,63.0918437,31
"786112","Vaasa Keskusta Kirkkopuistikko 32 A 23, 65100 VAASA","31 m²","kerrostalo","557,78 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/786112","2019-07-16 18:52:20","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6122364,63.0918437,31
"786117","Vaasa Alkulanpolku 7 F 56, 65380 VAASA","59.5","kerrostalo","563,22","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kerrostalo/786117","2019-07-30 22:31:43","No","2019-08-22 10:31:21","1988","2","hyvä","2h+k+p","Kaksio","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Edullinen kaksio Alkulan alueella. Kauppa ja kirjasto lähellä. Asunto on 2. kerroksessa. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.7274494,63.081809,59.5
"787566","Vaasa Gerby Kirjurintie 11 A 22, 65280 Vaasa","70 m²","rivitalo","695 €/kk","toistaiseksi","heti vapaa","20 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/gerby/rivitalo/787566","2019-07-16 18:51:55","No","2019-08-19 22:31:17",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.596479,63.1324442,70
"789543","Vaasa Ristinummi Sala-ampujankatu 9 A, 65370 Vaasa","59 m²","kerrostalo","580 €/kk","toistaiseksi","heti vapaa","20 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/ristinummi/kerrostalo/789543","2019-07-16 18:34:48","No","2019-08-27 22:31:16",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.709204,63.0943047,59
"790655","Vaasa Palosaari Mäntymäentie 12 A 30, 65200 VAASA","37.5","kerrostalo","421,29","toistaiseksi","1.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/palosaari/kerrostalo/790655","2019-08-06 19:32:26","Yes",NA,"1992","3","hyvä","1h+tk+p","Yksiö","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Pieni yksiö tupakeittiöllä Palosaaren alueella, rauhallisessa taloyhtiössä. Vuokraamme tarvittaessa myös autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.599431,63.1137581,37.5
"791536","Vaasa Keskusta Kikkopuistikko 22, 65100 Vaasa","58.5 m²","kerrostalo","1 150 €/kk","toistaiseksi","heti vapaa","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/791536","2019-07-16 18:51:18","No","2019-07-17 19:48:10",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.608863,63.0956658,58.5
"793239","Vaasa Ristinummi Sala-ampujankatu 9 , 65370 Vaasa","75 m²","kerrostalo","695 €/kk","toistaiseksi","heti vapaa","20 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/ristinummi/kerrostalo/793239","2019-07-16 18:34:36","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.709204,63.0943047,75
"794288","Vaasa Palosaari Urheilukatu 7, 65200 Vaasa","49.5 m²","kerrostalo","555 €/kk","toistaiseksi","heti vapaa","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/palosaari/kerrostalo/794288","2019-07-16 18:50:52","No","2019-07-17 19:48:10",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6042087,63.1152852,49.5
"796017","Vaasa Palosaari Kapteeninkatu 4 as 4, 65200 Vaasa","77 m²","puutalo-osake","795 €/kk","toistaiseksi","heti vapaa","20 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/palosaari/puutalo-osake/796017","2019-07-16 18:50:40","No","2019-08-23 22:31:15",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5887943,63.1104148,77
"802057","Vaasa Gerby Gerbyn rantatie 5 A 12, 65280 VAASA","79.5","kerrostalo","798,47","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/gerby/kerrostalo/802057","2019-08-19 10:33:37","Yes",NA,"1998","3","hyvä","3h+k+p","3 huonetta","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","C","KOy Pikipruukki FAb",NA,NA,"Kolmio Gerbyssä, noin 5 km keskustasta. Kolmas kerros. Ruokakauppa ja huoltoasema lähettyvillä. Vuokraamme tarvittaessa myös autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.5958861,63.1292968,79.5
"802064","Vaasa Ostospolku 1-3 C 25, 65370 VAASA","76","kerrostalo","662,11","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kerrostalo/802064","2019-08-06 19:28:25","Yes",NA,"1977","3","hyvä","3h+k+p","3 huonetta","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","D","KOy Pikipruukki FAb",NA,NA,"Mukavan kokoinen kolmio 2. kerroksessa Kappelinmäen alueella. Luonnonläheinen ympäristö. Vuokraamme myös tarvittaessa autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.7199355,63.094434,76
"802065","Vaasa Keskusta Mäkikaivontie 12-14 A 6, 65100 VAASA","85 m²","kerrostalo","891,12 €/kk","toistaiseksi","20.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/802065","2019-07-16 18:20:22","No","2019-09-13 10:31:01",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6320425,63.0920923,85
"803115","Vaasa Gerby Kirjurintie 11 as 4, 65280 Vaasa","50 m²","rivitalo","595 €/kk","toistaiseksi","heti vapaa","20 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/gerby/rivitalo/803115","2019-07-16 18:50:16","No","2019-08-23 22:31:15",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.596479,63.1324442,50
"804005","Vaasa Keskusta Raastuvankatu 23-25 A, 65100 VAASA","56.2 m²","kerrostalo","890 €/kk","toistaiseksi","heti vapaa","18 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/804005","2019-07-16 18:50:03","No","2019-07-25 22:30:51",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6142901,63.0940837,56.2
"805971","Vaasa Palosaari Salmikatu 31, 65200 VAASA","106 m²","kerrostalo","1 200 €/kk","toistaiseksi","heti vapaa","vuokralainen vastaa","https://www.vuokraovi.com/vuokra-asunto/vaasa/palosaari/kerrostalo/805971","2019-07-16 18:49:51","No","2019-07-19 12:00:42",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5895513,63.1053122,106
